Test Time	Applied Command	CASModeExternalEcho	CASModeExecution	CASTime	CASCBITResult	CASdiagnostic	Rezerve	CASModeStatus	CASBusVoltage	CASBusCurrent	CASTemperature	CASFinPositionIE	CASFinVelocityIE	CASFinPositionAAE	CASFinPositionDAE	CASMotorCurrent	CASPrevMsgStatus	CASPrevMsgTimeStamp	CASErrorCounter	CASRxMsgCounter
0.2565	0.0000	0.0000	1.0000	0.2565	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.7432	26.6684	116.4970	0.0000	0.0000	0.0000	0.0000	256.5130	0.0000	129.0000
0.2585	0.0000	0.0000	1.0000	0.2585	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2300	26.9095	120.5704	0.0000	0.0000	0.0000	0.0000	258.5170	0.0000	130.0000
0.2605	0.0000	0.0000	1.0000	0.2605	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.4976	27.1554	122.9338	0.0000	0.0000	0.0000	0.0000	260.5210	0.0000	131.0000
0.2625	0.0000	0.0000	1.0000	0.2625	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.0612	27.3976	121.1229	0.0000	0.0000	0.0000	0.0000	262.5251	0.0000	132.0000
0.2645	0.0000	0.0000	1.0000	0.2645	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.3014	27.6442	123.2889	0.0000	0.0000	0.0000	0.0000	264.5291	0.0000	133.0000
0.2665	0.0000	0.0000	1.0000	0.2665	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.3526	27.8758	115.8073	0.0000	0.0000	0.0000	0.0000	266.5331	0.0000	134.0000
0.2685	0.0000	0.0000	1.0000	0.2685	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.7685	28.0955	109.8071	0.0000	0.0000	0.0000	0.0000	268.5371	0.0000	135.0000
0.2705	0.0000	0.0000	1.0000	0.2705	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.9288	28.3263	115.4333	0.0000	0.0000	0.0000	0.0000	270.5411	0.0000	136.0000
0.2725	0.0000	0.0000	1.0000	0.2725	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.7963	28.5704	122.0571	0.0000	0.0000	0.0000	0.0000	272.5451	0.0000	137.0000
0.2745	0.0000	0.0000	1.0000	0.2745	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.0556	28.7954	112.4963	0.0000	0.0000	0.0000	0.0000	274.5491	0.0000	138.0000
0.2766	0.0000	0.0000	1.0000	0.2766	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.9741	29.0246	114.6041	0.0000	0.0000	0.0000	0.0000	276.5531	0.0000	139.0000
0.2786	0.0000	0.0000	1.0000	0.2786	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5191	29.2431	109.2233	0.0000	0.0000	0.0000	0.0000	278.5571	0.0000	140.0000
0.2806	0.0000	0.0000	1.0000	0.2806	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6941	29.4839	120.4241	0.0000	0.0000	0.0000	0.0000	280.5611	0.0000	141.0000
0.2826	0.0000	0.0000	1.0000	0.2826	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.0073	29.6890	102.5369	0.0000	0.0000	0.0000	0.0000	282.5651	0.0000	142.0000
0.2846	0.0000	0.0000	1.0000	0.2846	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6363	29.9044	107.6784	0.0000	0.0000	0.0000	0.0000	284.5691	0.0000	143.0000
0.2866	0.0000	0.0000	1.0000	0.2866	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9127	30.1383	116.9936	0.0000	0.0000	0.0000	0.0000	286.5731	0.0000	144.0000
0.2886	0.0000	0.0000	1.0000	0.2886	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6561	30.3356	98.6262	0.0000	0.0000	0.0000	0.0000	288.5772	0.0000	145.0000
0.2906	0.0000	0.0000	1.0000	0.2906	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.1771	30.5351	99.7430	0.0000	0.0000	0.0000	0.0000	290.5812	0.0000	146.0000
0.2926	0.0000	0.0000	1.0000	0.2926	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6727	30.7524	108.6385	0.0000	0.0000	0.0000	0.0000	292.5852	0.0000	147.0000
0.2946	0.0000	0.0000	1.0000	0.2946	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.2700	30.9586	103.1144	0.0000	0.0000	0.0000	0.0000	294.5892	0.0000	148.0000
0.2966	0.0000	0.0000	1.0000	0.2966	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.4026	31.1757	108.5763	0.0000	0.0000	0.0000	0.0000	296.5932	0.0000	149.0000
0.2986	0.0000	0.0000	1.0000	0.2986	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.3123	31.3859	105.0933	0.0000	0.0000	0.0000	0.0000	298.5972	0.0000	150.0000
0.3006	0.0000	0.0000	1.0000	0.3006	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.8203	31.5962	105.1350	0.0000	0.0000	0.0000	0.0000	300.6012	0.0000	151.0000
0.3026	0.0000	0.0000	1.0000	0.3026	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.0905	31.7914	97.5813	0.0000	0.0000	0.0000	0.0000	302.6052	0.0000	152.0000
0.3046	0.0000	0.0000	1.0000	0.3046	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.5257	31.9883	98.4442	0.0000	0.0000	0.0000	0.0000	304.6092	0.0000	153.0000
0.3066	0.0000	0.0000	1.0000	0.3066	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.6023	32.1902	100.9736	0.0000	0.0000	0.0000	0.0000	306.6132	0.0000	154.0000
0.3086	0.0000	0.0000	1.0000	0.3086	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7036	32.3874	98.5886	0.0000	0.0000	0.0000	0.0000	308.6172	0.0000	155.0000
0.3106	0.0000	0.0000	1.0000	0.3106	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.5496	32.5788	95.6869	0.0000	0.0000	0.0000	0.0000	310.6212	0.0000	156.0000
0.3126	0.0000	0.0000	1.0000	0.3126	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7730	32.7670	94.1441	0.0000	0.0000	0.0000	0.0000	312.6253	0.0000	157.0000
0.3146	0.0000	0.0000	1.0000	0.3146	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9843	32.9547	93.8177	0.0000	0.0000	0.0000	0.0000	314.6293	0.0000	158.0000
0.3166	0.0000	0.0000	1.0000	0.3166	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.8043	33.1426	93.9854	0.0000	0.0000	0.0000	0.0000	316.6333	0.0000	159.0000
0.3186	0.0000	0.0000	1.0000	0.3186	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1388	33.3169	87.1187	0.0000	0.0000	0.0000	0.0000	318.6373	0.0000	160.0000
0.3206	0.0000	0.0000	1.0000	0.3206	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8281	33.4948	88.9508	0.0000	0.0000	0.0000	0.0000	320.6413	0.0000	161.0000
0.3226	0.0000	0.0000	1.0000	0.3226	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1943	33.6558	80.5170	0.0000	0.0000	0.0000	0.0000	322.6453	0.0000	162.0000
0.3246	0.0000	0.0000	1.0000	0.3246	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1503	33.8108	77.4731	0.0000	0.0000	0.0000	0.0000	324.6493	0.0000	163.0000
0.3267	0.0000	0.0000	1.0000	0.3267	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.4123	33.9788	84.0114	0.0000	0.0000	0.0000	0.0000	326.6533	0.0000	164.0000
0.3287	0.0000	0.0000	1.0000	0.3287	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.6118	34.1582	89.7180	0.0000	0.0000	0.0000	0.0000	328.6573	0.0000	165.0000
0.3307	0.0000	0.0000	1.0000	0.3307	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.2847	34.3236	82.6840	0.0000	0.0000	0.0000	0.0000	330.6613	0.0000	166.0000
0.3327	0.0000	0.0000	1.0000	0.3327	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4707	34.4915	83.9459	0.0000	0.0000	0.0000	0.0000	332.6653	0.0000	167.0000
0.3347	0.0000	0.0000	1.0000	0.3347	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1456	34.6563	82.3964	0.0000	0.0000	0.0000	0.0000	334.6693	0.0000	168.0000
0.3367	0.0000	0.0000	1.0000	0.3367	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.9005	34.8253	84.5340	0.0000	0.0000	0.0000	0.0000	336.6733	0.0000	169.0000
0.3387	0.0000	0.0000	1.0000	0.3387	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.4849	34.9798	77.2311	0.0000	0.0000	0.0000	0.0000	338.6774	0.0000	170.0000
0.3407	0.0000	0.0000	1.0000	0.3407	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7957	35.1666	93.4092	0.0000	0.0000	0.0000	0.0000	340.6814	0.0000	171.0000
0.3427	0.0000	0.0000	1.0000	0.3427	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.6168	35.3351	84.2127	0.0000	0.0000	0.0000	0.0000	342.6854	0.0000	172.0000
0.3447	0.0000	0.0000	1.0000	0.3447	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.2226	35.5033	84.1221	0.0000	0.0000	0.0000	0.0000	344.6894	0.0000	173.0000
0.3467	0.0000	0.0000	1.0000	0.3467	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.6656	35.6752	85.9550	0.0000	0.0000	0.0000	0.0000	346.6934	0.0000	174.0000
0.3487	0.0000	0.0000	1.0000	0.3487	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.4516	35.8252	74.9901	0.0000	0.0000	0.0000	0.0000	348.6974	0.0000	175.0000
0.3507	0.0000	0.0000	1.0000	0.3507	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.7004	36.0110	92.9322	0.0000	0.0000	0.0000	0.0000	350.7014	0.0000	176.0000
0.3527	0.0000	0.0000	1.0000	0.3527	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.6666	36.1764	82.6718	0.0000	0.0000	0.0000	0.0000	352.7054	0.0000	177.0000
0.3547	0.0000	0.0000	1.0000	0.3547	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.8228	36.3377	80.6757	0.0000	0.0000	0.0000	0.0000	354.7094	0.0000	178.0000
0.3567	0.0000	0.0000	1.0000	0.3567	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.3458	36.5015	81.8961	0.0000	0.0000	0.0000	0.0000	356.7134	0.0000	179.0000
0.3587	0.0000	0.0000	1.0000	0.3587	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9546	36.6589	78.6846	0.0000	0.0000	0.0000	0.0000	358.7174	0.0000	180.0000
0.3607	0.0000	0.0000	1.0000	0.3607	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.4529	36.8264	83.7388	0.0000	0.0000	0.0000	0.0000	360.7214	0.0000	181.0000
0.3627	0.0000	0.0000	1.0000	0.3627	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6475	36.9774	75.4968	0.0000	0.0000	0.0000	0.0000	362.7255	0.0000	182.0000
0.3647	0.0000	0.0000	1.0000	0.3647	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.3471	37.1218	72.2044	0.0000	0.0000	0.0000	0.0000	364.7295	0.0000	183.0000
0.3667	0.0000	0.0000	1.0000	0.3667	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.9146	37.3022	90.2185	0.0000	0.0000	0.0000	0.0000	366.7335	0.0000	184.0000
0.3687	0.0000	0.0000	1.0000	0.3687	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.1591	37.4711	84.4246	0.0000	0.0000	0.0000	0.0000	368.7375	0.0000	185.0000
0.3707	0.0000	0.0000	1.0000	0.3707	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2534	37.6462	87.5859	0.0000	0.0000	0.0000	0.0000	370.7415	0.0000	186.0000
0.3727	0.0000	0.0000	1.0000	0.3727	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.8473	37.8084	81.0831	0.0000	0.0000	0.0000	0.0000	372.7455	0.0000	187.0000
0.3747	0.0000	0.0000	1.0000	0.3747	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2181	37.9793	85.4244	0.0000	0.0000	0.0000	0.0000	374.7495	0.0000	188.0000
0.3768	0.0000	0.0000	1.0000	0.3768	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.1858	38.1543	87.5361	0.0000	0.0000	0.0000	0.0000	376.7535	0.0000	189.0000
0.3788	0.0000	0.0000	1.0000	0.3788	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9475	38.3299	87.8059	0.0000	0.0000	0.0000	0.0000	378.7575	0.0000	190.0000
0.3808	0.0000	0.0000	1.0000	0.3808	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.9867	38.4991	84.6005	0.0000	0.0000	0.0000	0.0000	380.7615	0.0000	191.0000
0.3828	0.0000	0.0000	1.0000	0.3828	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2749	38.6743	87.5924	0.0000	0.0000	0.0000	0.0000	382.7655	0.0000	192.0000
0.3848	0.0000	0.0000	1.0000	0.3848	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2443	38.8437	84.6651	0.0000	0.0000	0.0000	0.0000	384.7695	0.0000	193.0000
0.3868	0.0000	0.0000	1.0000	0.3868	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.8633	39.0060	81.1654	0.0000	0.0000	0.0000	0.0000	386.7735	0.0000	194.0000
0.3888	0.0000	0.0000	1.0000	0.3888	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.8568	39.1945	94.2573	0.0000	0.0000	0.0000	0.0000	388.7776	0.0000	195.0000
0.3908	0.0000	0.0000	1.0000	0.3908	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.0631	39.3869	96.1965	0.0000	0.0000	0.0000	0.0000	390.7816	0.0000	196.0000
0.3928	0.0000	0.0000	1.0000	0.3928	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1913	39.5794	96.2651	0.0000	0.0000	0.0000	0.0000	392.7856	0.0000	197.0000
0.3948	0.0000	0.0000	1.0000	0.3948	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.6471	39.7745	97.5560	0.0000	0.0000	0.0000	0.0000	394.7896	0.0000	198.0000
0.3968	0.0000	0.0000	1.0000	0.3968	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1627	39.9771	101.2650	0.0000	0.0000	0.0000	0.0000	396.7936	0.0000	199.0000
0.3988	0.0000	0.0000	1.0000	0.3988	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7256	40.1790	100.9732	0.0000	0.0000	0.0000	0.0000	398.7976	0.0000	200.0000
0.4008	0.0000	0.0000	1.0000	0.4008	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.6014	40.3671	94.0289	0.0000	0.0000	0.0000	0.0000	400.8016	0.0000	201.0000
0.4028	0.0000	0.0000	1.0000	0.4028	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.0741	40.5753	104.1226	0.0000	0.0000	0.0000	0.0000	402.8056	0.0000	202.0000
0.4048	0.0000	0.0000	1.0000	0.4048	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.4944	40.7962	110.4383	0.0000	0.0000	0.0000	0.0000	404.8096	0.0000	203.0000
0.4068	0.0000	0.0000	1.0000	0.4068	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7637	40.9891	96.4417	0.0000	0.0000	0.0000	0.0000	406.8136	0.0000	204.0000
0.4088	0.0000	0.0000	1.0000	0.4088	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.5014	41.2034	107.1820	0.0000	0.0000	0.0000	0.0000	408.8176	0.0000	205.0000
0.4108	0.0000	0.0000	1.0000	0.4108	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4658	41.4039	100.2339	0.0000	0.0000	0.0000	0.0000	410.8216	0.0000	206.0000
0.4128	0.0000	0.0000	1.0000	0.4128	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7207	41.6293	112.6870	0.0000	0.0000	0.0000	0.0000	412.8257	0.0000	207.0000
0.4148	0.0000	0.0000	1.0000	0.4148	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1591	41.8525	111.6069	0.0000	0.0000	0.0000	0.0000	414.8297	0.0000	208.0000
0.4168	0.0000	0.0000	1.0000	0.4168	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1223	42.0696	108.5264	0.0000	0.0000	0.0000	0.0000	416.8337	0.0000	209.0000
0.4188	0.0000	0.0000	1.0000	0.4188	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1029	42.3107	120.5651	0.0000	0.0000	0.0000	0.0000	418.8377	0.0000	210.0000
0.4208	0.0000	0.0000	1.0000	0.4208	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.8461	42.5298	109.5738	0.0000	0.0000	0.0000	0.0000	420.8417	0.0000	211.0000
0.4228	0.0000	0.0000	1.0000	0.4228	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7390	42.7621	116.1547	0.0000	0.0000	0.0000	0.0000	422.8457	0.0000	212.0000
0.4248	0.0000	0.0000	1.0000	0.4248	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.2859	42.9876	112.7450	0.0000	0.0000	0.0000	0.0000	424.8497	0.0000	213.0000
0.4269	0.0000	0.0000	1.0000	0.4269	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.8640	43.2197	116.0323	0.0000	0.0000	0.0000	0.0000	426.8537	0.0000	214.0000
0.4289	0.0000	0.0000	1.0000	0.4289	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.0358	43.4496	114.9396	0.0000	0.0000	0.0000	0.0000	428.8577	0.0000	215.0000
0.4309	0.0000	0.0000	1.0000	0.4309	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.4607	43.6833	116.8460	0.0000	0.0000	0.0000	0.0000	430.8617	0.0000	216.0000
0.4329	0.0000	0.0000	1.0000	0.4329	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.6309	43.9023	109.5412	0.0000	0.0000	0.0000	0.0000	432.8657	0.0000	217.0000
0.4349	0.0000	0.0000	1.0000	0.4349	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.0781	44.1365	117.0566	0.0000	0.0000	0.0000	0.0000	434.8697	0.0000	218.0000
0.4369	0.0000	0.0000	1.0000	0.4369	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.3175	44.3559	109.7191	0.0000	0.0000	0.0000	0.0000	436.8737	0.0000	219.0000
0.4389	0.0000	0.0000	1.0000	0.4389	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8527	44.5894	116.7538	0.0000	0.0000	0.0000	0.0000	438.8778	0.0000	220.0000
0.4409	0.0000	0.0000	1.0000	0.4409	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.4103	44.8240	117.3140	0.0000	0.0000	0.0000	0.0000	440.8818	0.0000	221.0000
0.4429	0.0000	0.0000	1.0000	0.4429	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.6217	45.0394	107.6620	0.0000	0.0000	0.0000	0.0000	442.8858	0.0000	222.0000
0.4449	0.0000	0.0000	1.0000	0.4449	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.4405	45.2615	111.0959	0.0000	0.0000	0.0000	0.0000	444.8898	0.0000	223.0000
0.4469	0.0000	0.0000	1.0000	0.4469	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.5352	45.4873	112.8784	0.0000	0.0000	0.0000	0.0000	446.8938	0.0000	224.0000
0.4489	0.0000	0.0000	1.0000	0.4489	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.0622	45.7132	112.9666	0.0000	0.0000	0.0000	0.0000	448.8978	0.0000	225.0000
0.4509	0.0000	0.0000	1.0000	0.4509	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.7001	45.9605	123.6341	0.0000	0.0000	0.0000	0.0000	450.9018	0.0000	226.0000
0.4529	0.0000	0.0000	1.0000	0.4529	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.3122	46.1952	117.3238	0.0000	0.0000	0.0000	0.0000	452.9058	0.0000	227.0000
0.4549	0.0000	0.0000	1.0000	0.4549	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.5215	46.4462	125.5414	0.0000	0.0000	0.0000	0.0000	454.9098	0.0000	228.0000
0.4569	0.0000	0.0000	1.0000	0.4569	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.4235	46.6899	121.8119	0.0000	0.0000	0.0000	0.0000	456.9138	0.0000	229.0000
0.4589	0.0000	0.0000	1.0000	0.4589	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9283	46.9177	113.9092	0.0000	0.0000	0.0000	0.0000	458.9178	0.0000	230.0000
0.4609	0.0000	0.0000	1.0000	0.4609	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.1342	47.1528	117.5729	0.0000	0.0000	0.0000	0.0000	460.9218	0.0000	231.0000
0.4629	0.0000	0.0000	1.0000	0.4629	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.7098	47.3847	115.9569	0.0000	0.0000	0.0000	0.0000	462.9259	0.0000	232.0000
0.4649	0.0000	0.0000	1.0000	0.4649	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5556	47.6390	127.1168	0.0000	0.0000	0.0000	0.0000	464.9299	0.0000	233.0000
0.4669	0.0000	0.0000	1.0000	0.4669	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2851	47.8719	116.4664	0.0000	0.0000	0.0000	0.0000	466.9339	0.0000	234.0000
0.4689	0.0000	0.0000	1.0000	0.4689	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.7597	48.0991	113.5939	0.0000	0.0000	0.0000	0.0000	468.9379	0.0000	235.0000
0.4709	0.0000	0.0000	1.0000	0.4709	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9759	48.3394	120.1769	0.0000	0.0000	0.0000	0.0000	470.9419	0.0000	236.0000
0.4729	0.0000	0.0000	1.0000	0.4729	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	8.6515	48.5667	113.6337	0.0000	0.0000	0.0000	0.0000	472.9459	0.0000	237.0000
0.4749	0.0000	0.0000	1.0000	0.4749	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6517	48.8064	119.8620	0.0000	0.0000	0.0000	0.0000	474.9499	0.0000	238.0000
0.4770	0.0000	0.0000	1.0000	0.4770	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.9047	49.0320	112.7931	0.0000	0.0000	0.0000	0.0000	476.9539	0.0000	239.0000
0.4790	0.0000	0.0000	1.0000	0.4790	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6056	49.2350	101.4690	0.0000	0.0000	0.0000	0.0000	478.9579	0.0000	240.0000
0.4810	0.0000	0.0000	1.0000	0.4810	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.6910	49.4601	112.5680	0.0000	0.0000	0.0000	0.0000	480.9619	0.0000	241.0000
0.4830	0.0000	0.0000	1.0000	0.4830	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2886	49.6632	101.5408	0.0000	0.0000	0.0000	0.0000	482.9659	0.0000	242.0000
0.4850	0.0000	0.0000	1.0000	0.4850	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2046	49.8999	118.3622	0.0000	0.0000	0.0000	0.0000	484.9699	0.0000	243.0000
0.4870	0.0000	0.0000	1.0000	0.4870	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1211	50.1175	108.7867	0.0000	0.0000	0.0000	0.0000	486.9739	0.0000	244.0000
0.4890	0.0000	0.0000	1.0000	0.4890	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.4235	50.3371	109.8281	0.0000	0.0000	0.0000	0.0000	488.9780	0.0000	245.0000
0.4910	0.0000	0.0000	1.0000	0.4910	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.6643	50.5502	106.5096	0.0000	0.0000	0.0000	0.0000	490.9820	0.0000	246.0000
0.4930	0.0000	0.0000	1.0000	0.4930	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.8368	50.7537	101.7588	0.0000	0.0000	0.0000	0.0000	492.9860	0.0000	247.0000
0.4950	0.0000	0.0000	1.0000	0.4950	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2953	50.9724	109.3863	0.0000	0.0000	0.0000	0.0000	494.9900	0.0000	248.0000
0.4970	0.0000	0.0000	1.0000	0.4970	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.3091	51.1775	102.5243	0.0000	0.0000	0.0000	0.0000	496.9940	0.0000	249.0000
0.4990	0.0000	0.0000	1.0000	0.4990	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.7595	51.3770	99.7294	0.0000	0.0000	0.0000	0.0000	498.9980	0.0000	250.0000
0.5010	0.0000	0.0000	1.0000	0.5010	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8502	51.5949	108.9754	0.0000	0.0000	0.0000	0.0000	501.0020	0.0000	251.0000
0.5030	0.0000	0.0000	1.0000	0.5030	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7945	51.8029	103.9848	0.0000	0.0000	0.0000	0.0000	503.0060	0.0000	252.0000
0.5050	0.0000	0.0000	1.0000	0.5050	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8188	51.9942	95.6614	0.0000	0.0000	0.0000	0.0000	505.0100	0.0000	253.0000
0.5070	0.0000	0.0000	1.0000	0.5070	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8837	52.2017	103.7629	0.0000	0.0000	0.0000	0.0000	507.0140	0.0000	254.0000
0.5090	0.0000	0.0000	1.0000	0.5090	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.0101	52.3910	94.6612	0.0000	0.0000	0.0000	0.0000	509.0180	0.0000	255.0000
0.5110	0.0000	0.0000	1.0000	0.5110	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.5990	52.5579	83.4300	0.0000	0.0000	0.0000	0.0000	511.0220	0.0000	256.0000
0.5130	0.0000	0.0000	1.0000	0.5130	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.9644	52.7423	92.1945	0.0000	0.0000	0.0000	0.0000	513.0261	0.0000	257.0000
0.5150	0.0000	0.0000	1.0000	0.5150	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4238	52.9113	84.5231	0.0000	0.0000	0.0000	0.0000	515.0301	0.0000	258.0000
